Year;Month;Day;Time;MJD;Mass_X;Mass_Y;Mass_Z;Motion_X;Motion_Y;Motion_Z
1976;01;22;12:00:00;42799.500;-1.611043714464927e-07;-1.479781260953301e-07;3.538930196159659e-09;-9.323756238764121e-11;-4.799920833407470e-11;1.114625816726860e-13
1976;01;23;12:00:00;42800.500;-1.620282017048267e-07;-1.475337455312701e-07;3.540646515181160e-09;-9.398675164131219e-11;-4.824844549243450e-11;1.132919652438170e-13
1976;01;24;12:00:00;42801.500;-1.616940168501667e-07;-1.469251133777601e-07;3.527049866670359e-09;-9.464485804354170e-11;-4.848499585282280e-11;1.149440534375550e-13
1976;01;25;12:00:00;42802.500;-1.612091831564657e-07;-1.460956864049501e-07;3.518503049178058e-09;-9.517907713245540e-11;-4.861354983087760e-11;1.166850269482240e-13
1976;01;26;12:00:00;42803.500;-1.599182235876997e-07;-1.443188029451300e-07;3.524915960098958e-09;-9.561521674472470e-11;-4.872239801925490e-11;1.183771111139970e-13
1976;01;27;12:00:00;42804.500;-1.585440966014807e-07;-1.425295324214701e-07;3.553571677980860e-09;-9.611418621657319e-11;-4.905520246552700e-11;1.203484295860840e-13
1976;01;28;12:00:00;42805.500;-1.565945876252097e-07;-1.428288693742100e-07;3.580741819588058e-09;-9.664835980169149e-11;-4.958608862077440e-11;1.223800038323930e-13
1976;01;29;12:00:00;42806.500;-1.552395115496117e-07;-1.437669572567000e-07;3.593986677583260e-09;-9.709542524614090e-11;-5.008435939540510e-11;1.246025709623210e-13
1976;01;30;12:00:00;42807.500;-1.540264082374227e-07;-1.452565039063000e-07;3.609963004973157e-09;-9.762027018672570e-11;-5.075810896147160e-11;1.269615044327880e-13
1976;01;31;12:00:00;42808.500;-1.531618648433577e-07;-1.463547739135800e-07;3.638436165938760e-09;-9.815962287888620e-11;-5.157048455543000e-11;1.292042999891720e-13
1976;02;01;12:00:00;42809.500;-1.527008200653807e-07;-1.466386735547401e-07;3.668989369452757e-09;-9.857674256653831e-11;-5.247711926542760e-11;1.310834674178610e-13
1976;02;02;12:00:00;42810.500;-1.529297102890637e-07;-1.441026690698000e-07;3.704191288635158e-09;-9.889791045198780e-11;-5.348582935631720e-11;1.329045487094940e-13
1976;02;03;12:00:00;42811.500;-1.516309267987927e-07;-1.438865306363802e-07;3.728674766697360e-09;-9.912041545923510e-11;-5.448918814881950e-11;1.351547865470400e-13
1976;02;04;12:00:00;42812.500;-1.523828057273007e-07;-1.444757470321801e-07;3.753860928720457e-09;-9.944888747970740e-11;-5.517433023959460e-11;1.376885202964410e-13
1976;02;05;12:00:00;42813.500;-1.511549691571067e-07;-1.450383967679502e-07;3.786002970720459e-09;-9.974508592045760e-11;-5.579558574654160e-11;1.408146029766930e-13
1976;02;06;12:00:00;42814.500;-1.524402550227747e-07;-1.445981650541801e-07;3.825115989637859e-09;-1.001430272486190e-10;-5.653706432446790e-11;1.439636768898420e-13
1976;02;07;12:00:00;42815.500;-1.529871398959747e-07;-1.439103849341801e-07;3.862550410448858e-09;-1.004992429877290e-10;-5.757673280423660e-11;1.470117820832440e-13
1976;02;08;12:00:00;42816.500;-1.528887171500777e-07;-1.412402524153101e-07;3.906237593253259e-09;-1.008456015160310e-10;-5.891344016921890e-11;1.499514692647350e-13
1976;02;09;12:00:00;42817.500;-1.543044940543027e-07;-1.388671274079401e-07;3.936518825216958e-09;-1.011985670750280e-10;-6.007319546178730e-11;1.528358939004810e-13
1976;02;10;12:00:00;42818.500;-1.572732858082097e-07;-1.398425339666401e-07;3.955351677686660e-09;-1.015262080705880e-10;-6.115500172999310e-11;1.561146297919200e-13
1976;02;11;12:00:00;42819.500;-1.559637908386267e-07;-1.420212146693701e-07;3.982917393047957e-09;-1.018947656383790e-10;-6.227337681727551e-11;1.589288479805500e-13
1976;02;12;12:00:00;42820.500;-1.542450431118397e-07;-1.446549366281800e-07;4.011099005271259e-09;-1.024075718963490e-10;-6.364651132411759e-11;1.616625496040130e-13
1976;02;13;12:00:00;42821.500;-1.538132144512477e-07;-1.475843837548602e-07;4.030405355220158e-09;-1.029992631670840e-10;-6.501921568301170e-11;1.643291776175920e-13
1976;02;14;12:00:00;42822.500;-1.529783793934667e-07;-1.510071735475301e-07;4.041681153271560e-09;-1.037386391083030e-10;-6.638230688969340e-11;1.673105176869970e-13
1976;02;15;12:00:00;42823.500;-1.517093852664807e-07;-1.518286811936401e-07;4.055321991029960e-09;-1.044278194591310e-10;-6.770761651974210e-11;1.706255186894980e-13
1976;02;16;12:00:00;42824.500;-1.491275298230997e-07;-1.514840307754801e-07;4.063464080356259e-09;-1.049514956203380e-10;-6.899420603604230e-11;1.740265130775940e-13
1976;02;17;12:00:00;42825.500;-1.473991123721797e-07;-1.528108339951100e-07;4.073386295934459e-09;-1.053891960307130e-10;-7.017151856261980e-11;1.774916350887930e-13
1976;02;18;12:00:00;42826.500;-1.462619118239447e-07;-1.526071309291001e-07;4.082504343503758e-09;-1.057191434855750e-10;-7.113983422345930e-11;1.807990321728520e-13
1976;02;19;12:00:00;42827.500;-1.451264014109187e-07;-1.531774611180401e-07;4.089899443559559e-09;-1.059105529150180e-10;-7.190578373734870e-11;1.838674952393060e-13
1976;02;20;12:00:00;42828.500;-1.431330150320227e-07;-1.544421910411902e-07;4.115624101160759e-09;-1.058476328095590e-10;-7.263913526356739e-11;1.871561473842350e-13
1976;02;21;12:00:00;42829.500;-1.422980664032487e-07;-1.523616199474701e-07;4.145390268698657e-09;-1.061100270793680e-10;-7.347396128299410e-11;1.904279156712990e-13
1976;02;22;12:00:00;42830.500;-1.421678192865227e-07;-1.507204112674701e-07;4.157722474328459e-09;-1.063155131842240e-10;-7.413258505599410e-11;1.935475484510870e-13
1976;02;23;12:00:00;42831.500;-1.424550418459757e-07;-1.517677598043700e-07;4.169585863431558e-09;-1.065272248766590e-10;-7.472463799870270e-11;1.963048978729930e-13
1976;02;24;12:00:00;42832.500;-1.409468747433147e-07;-1.535540466885000e-07;4.175340194282460e-09;-1.069320490125890e-10;-7.537020254471679e-11;1.987430391651700e-13
1976;02;25;12:00:00;42833.500;-1.392180054518417e-07;-1.555337136562100e-07;4.178540867490659e-09;-1.074341658328540e-10;-7.589851491926119e-11;2.012473140504010e-13
1976;02;26;12:00:00;42834.500;-1.396594057075107e-07;-1.561549740225101e-07;4.190447056874758e-09;-1.079802986667070e-10;-7.623482521381990e-11;2.036778958162150e-13
1976;02;27;12:00:00;42835.500;-1.381028870611887e-07;-1.569087693575702e-07;4.201838299368259e-09;-1.084423887106310e-10;-7.638972018863860e-11;2.061526232993040e-13
1976;02;28;12:00:00;42836.500;-1.361606692259057e-07;-1.595209113499100e-07;4.221711550314960e-09;-1.090643788585330e-10;-7.682338188647320e-11;2.089062962265610e-13
1976;02;29;12:00:00;42837.500;-1.347058189484047e-07;-1.599221792225101e-07;4.220183372149758e-09;-1.095628668641550e-10;-7.722301791539510e-11;2.118651304179680e-13
1976;03;01;12:00:00;42838.500;-1.343270450932797e-07;-1.578096760783501e-07;4.224126015444560e-09;-1.099516554300140e-10;-7.761753745868980e-11;2.146077750556430e-13
1976;03;02;12:00:00;42839.500;-1.329269962575117e-07;-1.564911461955600e-07;4.249890464714558e-09;-1.102761875660060e-10;-7.788845694846900e-11;2.172701320984780e-13
1976;03;03;12:00:00;42840.500;-1.308817980218667e-07;-1.556488874710600e-07;4.280802339286558e-09;-1.107938732925950e-10;-7.831616709126309e-11;2.196226364590350e-13
1976;03;04;12:00:00;42841.500;-1.284068937580637e-07;-1.533799738773501e-07;4.300362650059358e-09;-1.112913850396050e-10;-7.882835184465330e-11;2.220461443805520e-13
1976;03;05;12:00:00;42842.500;-1.271515902744897e-07;-1.518594530973200e-07;4.310887664554358e-09;-1.118611193427860e-10;-7.945667141373020e-11;2.247848739341480e-13
1976;03;06;12:00:00;42843.500;-1.246965772970747e-07;-1.533189396578901e-07;4.322179969899759e-09;-1.125129138478160e-10;-8.016074264881400e-11;2.279253581929880e-13
